id,Emotion,Sentence,Confidence
1263,Hài quá,"Tại họ không biết chả có hàn the bún có chất cấm, ốc ngậm hóa chất…vvv",0.2888577425245374
1264,Hài quá,Tôi nghĩ… món ăn VN hài hòa và hấp dẫn nhờ sự kết hợp đông Tây mà ra hết . Và đặc biệt là cái chất của con người Việt nam nữa….,0.36708917376790223
1265,Hài quá,Tôi là người Việt Nam người nước ngoài nếu muốn không bị chặt chém thì nên ăn puan vì he bình dân nhất vừa ngon vừa rẻ 😊😊😊😊,0.35518668352950095
1266,Thật kinh tởm,"Những video về ẩm thực đó đây, nhất là ở VN thì cụm từ ăn để sống không đúng mà phải nói là sống để ăn",0.2810401718859648
1267,Thật kinh tởm,"3:21 Người dân ở nước nào thế? Nhìn ko giống người việt và cũng chẳng ăn nhập gì với nội dung, lồng vào chi vậy? Giang sơn dễ đổi bán tính khó dời.",0.3523834068909257
1268,Hài quá,Người ta hoi nhập văn hóa nhanh nhỉ,0.3853079569957194
1269,Thật kinh tởm,Việt Nam là yêu chọn hoa bình âm thực ngon,0.3176932466859079
1270,Hài quá,"Nổi tiếng khắp thế giới 
1- Phở 
2- Cơm sườn 
3- bánh mì thịt - nhà hàng Mỹ họ cũng kêu Bánh mì nhé
4- Bún bò

5- cà phê Việt Nam 
Và 20-30 món nữa",0.4083433052830964
1271,Hài quá,Cho minh xin địa chỉ quán cơm tâm trong video này cảm ơn ạ.,0.3132641239674649
1272,Hài quá,Sao nói nhìu vậy ad,0.4436547562997064
1273,Hài quá,"Hai vk Ck này ở Canada nhưng là người Australia,Australia thích ăn đồ Vietnam hơn là người Mỹ nhé khác biệt rất xa tui Australia thích đồ ăn rẻ tiền đó là sự thật,vi tui no rất là kẹo",0.32379250650197894
1274,Sợ quá,"Khi có kế hoạch đi du lịch người VN hay người nước ngoài đều có tính toán cụ thể, sát sườn việc chi tiêu tài chính mà mình tiết kiệm trước đó. Vì vậy, việc ăn những món lạ, rẻ, tương đối vệ sinh thì họ thích thôi. Giới giàu có, giới bình dân đều có yêu cầu đi du lịch, nhưng mỗi giới đều có sở thích khác nhau. Nếu thích thì họ quay lại sau 1 vài năm. Còn nếu không thích không trở lại nữa.",0.28912146437018804
1275,Thật kinh tởm,"ẩm thực là điểm thu hút của việt nam thế nên chúng ta phải biết bảo vệ ẩm thực của nước mình , đừng để người nước ngoài sao chép",0.3133728100764104
1276,Hài quá,"Ở VN chỉ cần có bột và nước cốt dừa, là có thể làm ra mấy loại bánh ngon",0.32029607925027875
1277,Thật kinh tởm,những ai thích ẩm thực tji nên xem video này.,0.2862223109119001
1278,Hài quá,Feng jin bạn xuyên tạc đến mức thô thiển,0.3197412715980212
1279,Hài quá,"Thịt chó mắm tôm.
😅😅😅😅😅😅",0.3306568572157714
1280,Thật kinh tởm,Cứ đến Việt Nam đất nước chúng tôi chúng tôi không làm bạn thất vọng sự thân thiện mến khách có thể các bạn quên đường về vì Việt Nam chúng tôi thân thiện bình đẳng không phân biệt màu da chủng tộc làm bạn với các bạn trên toàn thế giới yêu hòa bình gét chiến tranh ❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,0.2868960715274526
1281,Hài quá,Quay cái xuồng chèo qua quá bất ổn,0.2912266163757229
1282,Hài quá,"Đồ ăn tây chỉ có thể dùng để ăn vặt, làm bữa phụ thôi",0.29177894928446424
1283,Hài quá,Ai bao la bot ngot nguy hiem ? That la bay đo .ban hay đi tim xem co nha khoa hoc nao noi la nguy hiem xem nha,0.3238327425518097
1284,Hài quá,Bởi vậy nên người VN có hiểu biết ít khi đi ăn hàng. Cơm văn phòng cũng chỉ là cực chẳng đã. 😅,0.3040136942567689
1285,Hài quá,"Nếu họ biết cái nồi nấu nước lèo, đã có mặt của nguyên gói bột ngọt nửa ký thì chắc họ sẽ không dám ăn. ✌🏼",0.29602476286859997
1286,Hài quá,Nó quay ghe đi dưới sông dơ thấy ghê,0.41514402690565255
1287,Hài quá,ĐỤ MÁ CHÚNG MẦY ... CHÚNG MẦY THẮNG TRẬN CÓ CÒN LÀ ... MÁU LAC HỒNG,0.32120786016122965
1288,Hài quá,Các bạn đã đến vn chúng tôi đi cả tháng trời cũng không ăn hết được các món ăn ❤❤❤😊😊,0.3213880858641515
1289,Hài quá,Biết vì sao tôi bỏ 3 muỗn đường vô miến trứng r🐧,0.32630979806655447
1290,Hài quá,Bún bò huế mắm ruốc bạn nha,0.43130983814861473
1291,Hài quá,Bơ đâu có ăn được với cơm đâu,0.3523365480488639
1292,Hài quá,Nóm canh chua 😋,0.48229777361935944
1293,Hài quá,Miền tây đâu chị,0.39754598249934386
1294,Hài quá,Mình thít phở bò nhứt,0.40732022937097606
1295,Hài quá,Làm về du lịch Việt 🇻🇳 đi bò và gấu,0.3764707886943429
1296,Hài quá,Ê tôi người Miền Nam mà cũng ko bt có vụ ăn bơ với cơm luôn á,0.39466036190191706
1297,Hài quá,Phở bò không biết bắt bò về làm phở bò được không ta,0.32817909369887444
1298,Hài quá,"Có 1 cái tôi sốc văn hóa tới giờ là đi ăn ở ngoài Bắc thì trà đá phải mua, còn miền Trung chỗ tôi thì được free. Chỗ tui quán sang hay bình dân để được uống trà đã miễn phi (bình dân thì 1bifnh tựu đi mà rót, còn quán sang hơn thì ly/bình trà riêng) miền Bắc thì mất 5k. Uốngh 1 lần nhớ tới giờ

Chưa kể cùng 1 món ăn/uống nhưng tùy vùng nó khác nữa. Ví dụ Trà/Chè, Snack/Bimbim. Vẫn nhớ hồi đi Net mua gói Snack con bé tiệm Net éo biết là gì, chỉ vào thì con bé kêu Bimbim :))))",0.3242476739571516
1299,Hài quá,"*3 miền bắc trung nam,huế >quảng trị quảng bình ăn kay mặn ,nghệ tỉnh >thanh hoá (ăn mặn nhất vn) > hà nội(ăn mặn nghiện dầu mỡ mỳ chính,tạp ăn thịt choá,từ đà nẵng>quảng ngãi chua kay(ăn kay vừa ko như huệ >quảng trị) còn càng đi ra càng nam thêm ngọt.Tóm lại miền trung nhưng mà trung trung bộ dễ ăn nhất không mặn quá hoặc ngọt quá hoặc kay quá dễ ăn miền nào cũng xài dc*",0.31410916132378536
1300,Hài quá,BÚN NƯỚC LÈOOOOOOÔ,0.384390167171999
1301,Hài quá,Bún chả,0.3887844026270361
1302,Hài quá,Dở hơi ai đi ăn cơm với hoa quả bao giờ,0.38150388077831116
1303,Hài quá,Bò kho💀,0.44102208434488893
1304,Hài quá,Tôi tưởng chỉ có 2 miền luôn á,0.3275351029680642
1305,Hài quá,3:13 chị bò nhiều đồ ăn qaaa,0.4154973601309129
1306,Hài quá,2:03 miệng ăn kinh qaa,0.4231972537457475
1307,Hài quá,4:14 ông anh luffy chèo chuyền cùng chị bò =)),0.4092254573677131
1308,Thật kinh tởm,"đồ ăn Việt cứ phải gọi là tinh hoa ẩm thực, đẳng cấp",0.3101777134922029
1309,Hài quá,Em ở Hà Tĩnh ạ. Món ở em là món cháo canh ạ.,0.3490782458072148
1310,Hài quá,Bún chả,0.3887844026270361
1311,Thật kinh tởm,Mình đi rất nhiều quốc gia và thề là chưa thấy ẩm thực nước nào hơn nước mình. chỉ có điều mình thua là khả năng marketing thôi.,0.29043880465606464
1312,Hài quá,2:55 I luv bánh đậu xanh,0.4043268721373654
1313,Hài quá,1:41 cài mũ bảo hiểm vào 🫤,0.41586861001900555
1314,Hài quá,Bún bò ngon lắm ý,0.5358536965027987
1315,Hài quá,Hay ghê,0.43358993747416164
1316,Hài quá,món tớ hay ăn nhất là cá hú kho hoặc là thịt kho trứng và thịt kho ko trứng,0.3662395822319712
1317,Hài quá,Em thắc mắc là tại sao người miền Trung thường ăn các món vs bánh tráng (bánh đa) vậy ạ,0.3306191466187528
1318,Hài quá,ai có link video giới thiệu thành viên không vậy,0.28697811561623765
1319,Hài quá,Team nghiện phở ❤😂,0.42678720260280845
1320,Hài quá,thề bánh cốm ngon vcl😅,0.44441455115691725
1321,Hài quá,Em thích Ăn món Việt đó chính là cơm mẹ nấu,0.40632787562694384
1322,Hài quá,"Bò thì chỉ ăn cỏ thôi, mà sao bạn bò này sành ăn thế nhỉ?",0.3514598457228287
1323,Hài quá,Ai con dân Huế ôm nhau cái nào,0.44562959331627117
1324,Hài quá,"Chưa xem thấy vid 8p lúc đầu nghĩ còn hơi ít nhưng mà coi xong thì thấy mãn con nhãn vì quá nhiều và quá no con mắt! Quá đã luôn kênh ơi, hóng nội dung hằng ngày nhé!",0.3228771953233103
1325,Hài quá,món kho tăng trưởng ha2 video hay ý nghĩa quá,0.4041957584235523
1326,Hài quá,6:42 phở anh hai cũng có à😅,0.4157839816109753
1327,Hài quá,"Nhma mình vẫn thấy ng bắc ăn nhiều gia vị mà nhỉ, đâu thanh đạm lắm ta😅",0.32268651426536016
1328,Hài quá,"mứt ăn thô mồm lắm , trẻ con toàn nghĩ ng lớn ăn để tỏ vẻ thôi🤣🤣🤣",0.31999362306021306
1329,Hài quá,Quá nhiều món ăn. Du lịch việt nam nên ưu ái về ẩm thực,0.3058103291013472
1330,Hài quá,"Huhu thèm đồ ăn Việt Nam, du học sinh xa nhà chỉ nhớ đồ ăn. Bún chả, bún bò Huế, nem nướng, gỏi cuốn ko đâu ngon hơn ở nhà🥹",0.34898223728103167
1331,Hài quá,Ra nhiều mấy cái chủ đề ăn uống shop ơi coi này ăn cơm cuốn qué,0.40526835101029746
1332,Hài quá,Ngồi nghĩ mãi không ra món nào vì món nào cũng thích,0.430855779226612
1333,Hài quá,"Món nào ở VN cx thèm: bánh xèo, cơm tấm, bánh mì, gỏi cuốn nhìu tôm, bánh khọt, bánh ướt, bánh cuốn, bánh cuốn Tây Sơn, bún riêu, hủ tiếu, bánh canh, phở, các loại mắm của miền tây nữa",0.36733069386400435
1334,Hài quá,"5:14 xem xong mới nhớ ra lâu r chưa ăn cơm với trái cây, thật nhớ hương vị đc ăn lúc nhỏ",0.34244459114844805
1335,Hài quá,"Trung Quốc mới là quốc gia, Tiêu thụ rau nhiều nhất thế giới nhé !",0.38613045256784995
1336,Hài quá,EM NGƯỜI MIỀN TRUN Ạ EM THÍCH NHẤT ĐỒ ĂN MIỀN TRUNG,0.3312660121006155
1337,Thật kinh tởm,Chắt 1 mik tui ko ăn đc rau😭,0.2994656886160987
1338,Hài quá,em tưởng bún bò huế là mắm ruốc ạaaa,0.3184252190522074
1339,Hài quá,Kịch bản hình ảnh hay mà cá nhân mình thấy giọng đọc k cuốn hút lắm😅,0.31264244812679376
1340,Hài quá,"em thích nhất bún chả nhà làm và bánh mì, xôi và bánh cuốn và phở nữa",0.3831346823022141
1341,Hài quá,Có ai thích ăn chay giống tôi ko ít ăn thịt chứ mỗi ngày là hết gần 1kg rau😊😅,0.30492844761447874
1342,Hài quá,3:11 bà cố tui sống ở đó,0.35377218142882594
1343,Hài quá,phát hiện ra anh Hai và cậu vàng rồi nha 😂,0.3249231964736174
1344,Hài quá,“Hà nội gốc”,0.38964895404181005
1345,Hài quá,Đồ ăn ngon thật nhma giá kh hề rẻ so với thu nhập nhá,0.29934186069331276
1346,Hài quá,Anh hai kìa 😅😮,0.42568610644108446
1347,Hài quá,6: 47 ai thấy anh hải bán phơ vơi mr. gold ko,0.2848733123709943
1348,Hài quá,tui mê món phở BÒ,0.5118909513951421
1349,Sợ quá,1:10 Bò và Gấu lại điêu.....WHO ở nước ngoài đã kết luận là nước ta là 1 trong những nước ăn ít rau nhất tg rồi đó.....😂🤣,0.28386261865982954
1350,Hài quá,Cái món đẳng cấp nhất là sườn xào chua ngọt ...dcm món này nó ngon nhứt nách mà tiếc cái mấy quán ngoài ...chưa kiếm được quán nào chuẩn vị,0.4006146261318601
1351,Hài quá,ôi ae ơi tôi người Huế đây đớp nhiều món cay quá loét bà luôn dạ dày=))) ae nhớ ăn j thì ăn nhưng vẫn phải giữ sức khỏe nhá,0.3419316365781463
1352,Hài quá,Món phở bò và cơm tấm,0.4201324048578276
1353,Hài quá,Ô v là tôi ng lai Bắc Trung Nam à😭,0.29607721343652216
1354,Hài quá,miền tây nhót =))),0.30050220081219187
1355,Hài quá,"Thấy đúng lắm nha, video đã giải thích rất rõ ràng vì sao ẩm thực lại trở thành bản đồ văn hóa của Việt Nam. Thật chiêm nghiệm khi thấy:
Vị Thanh Đạm của miền Bắc gắn liền với sự ổn định, lâu đời của đồng bằng sông Hồng.

Vị Cay Mặn Đậm Đà của miền Trung lại là sự thích nghi kiên cường với thiên tai khắc nghiệt.

Vị Ngọt Béo Hào Phóng của miền Nam phản ánh sự trù phú và hoang dã của vùng sông nước, đúng kiểu ngọt béo của món mặn nhưng không hề khó chịu tí nào, kiểu mấy món cà ri hay bánh canh thịt vịt cốt dừa ôi nó ngonnnnnnnn

Cảm ơn team đã làm một video chất lượng, làm nổi bật được giá trị cốt lõi của ẩm thực Việt vốn đã rất ""healthy, tươi sống"" và đang đúng xu hướng toàn cầu.
Chỉ cần giải quyết tốt vấn đề quảng bá và vệ sinh an toàn thực phẩm nữa là chắc chắn sẽ tiến xa hơn trên bản đồ thế giới!",0.3034794767739587
1356,Hài quá,Cơm tấm,0.27530371962041184
1357,Hài quá,sao không có vitamin gâu gâu vậy đặc sản vờ cờ lờ,0.3363591400429874
1358,Hài quá,Vãi con bò ăn bún bò,0.381672841416426
1359,Hài quá,Mê cơm mẹ nấu nhất nhưng giờ mình không được ăn nữa rồi,0.3073948604811567
1360,Hài quá,Ê đang ăn thịt,0.37096984924012627
1361,Sợ quá,bún chả ạ,0.3591583174649356
1362,Hài quá,Thiếu bún đậu mắm tôm bò và gấu ơi :x,0.351081974860214
1363,Hài quá,Phở bắc,0.3564894866048591
1364,Hài quá,"Em mê bún bò, bún riêu với bánh canh lắm lun 💕",0.4235297959986783
1365,Hài quá,"Tôi thuộc hội người nghiện cơm tấm =)))) lần nào cũng kêu một dĩa full topping, rồi gọi thêm ít nhất là 2 dĩa cơm thêm",0.3669918977059143
1366,Hài quá,"trái cây chan miếng nc tương vào, ôi tuyệt vời",0.2961858014605408
1367,Hài quá,Bánh mì,0.34064054311813335
1368,Hài quá,Nhà tôi mẹ ít ăn rau nên chán ăn cơm lắm😢,0.3523778870281767
1369,Hài quá,Làm về bánh bò bánh giò bánh đa dạng đi bò và gấu,0.40366842210542625
1370,Hài quá,"•Anh đi anh nhớ quê nhà 
•Nhớ canh rau muống
•Nhớ cà dầm tương",0.3673196275033452
1371,Hài quá,Việt Nam đồ ăn top 1,0.39495368242321016
1372,Hài quá,Miền trung bạn nhắc ít mấy món quà vặt nhỉ,0.45132823971989033
1373,Hài quá,Tôi dân miền tây và tôi đính chính rằng bơ k phải ở đâu cx ăn với cơm và ở chổ tôi mà ăn bơ với cơm là bị nhìn liền💔,0.3304406944016366
1374,Hài quá,"Là người miền Trung đang sống ở miền Nam mình thấy nội dung quá NÔNG và sơ xài, người viết script video rõ ràng là người miền Bắc nên có thể nói tạm rõ về ẩm thực miền Bắc, còn miền Trung Nam thì toàn là thông tin chung chung hiện lên ở 1-3 link đầu tiên khi search gg :) 

thậm chí khi coi hết video, câu hỏi đầu video “vì sao miền Bắc ăn thanh, Trung ăn mặn, Nam ăn ngọt?” vẫn chưa được trả lời :)",0.30326769217197136
1375,Hài quá,bánh đậu xanh hình như ít dần đi r ý,0.31794559248354437
1376,Hài quá,chị làm về đội tuyển VN đi.⚽⚽⚽⚽,0.3274113841062228
1377,Hài quá,Phở anh hai,0.4417077728688162
1378,Hài quá,Ở Bình Định có bánh ít lá ngai 😊,0.3374800966292704
1379,Hài quá,Phở anh hai,0.4417077728688162
1380,Hài quá,Ăn cơm zí dưa hấu zí xoài cát thêm miếng kho quẹt nữa là ngon lành.,0.5048963133388763
1381,Hài quá,Ăn thì ngon với rẻ còn vệ sinh an toàn hay không thì hên xui 😂,0.27647399118383986
1382,Hài quá,Cơm tấm,0.27530371962041184
1383,Hài quá,bún bò huệ nha tui ở hn,0.3544832227185697
1384,Sợ quá,T ng bắc mà ăn cơm vs hoa quả thấy ngon phết mà nhà t bảo t ăn uống kì nhưng t thích nên giờ vẫn ăn 😂,0.302605350638091
1385,Sợ quá,trời ơi thiếu mất súp lươn cháo lươn Nghệ An rồi sốp ơi =(((((((((,0.2813619111705352
1386,Thật kinh tởm,❤❤❤ quá tự hào ❤,0.3087666111007745
1387,Thật kinh tởm,Tào lao bộ làm thủ tướng dễ lắm hả phải giỏi ngoại giao 😊kiến thức phải cao lập trường phải vững 😊,0.3287584848813946
1388,Hài quá,Ngày hôm qua mình mới gặp ông Tây ông đang ngủ ở trong quán cơm tấm-))) cái dĩa cơm của ông còn chưa ăn hết nữa,0.33602091873336926
1389,Thật kinh tởm,có video nào bằng tiếng Anh để tôi gửi cho bạn bè quốc tế ko biết tiếng Việt chúng ta nghe để hiểu về ẩm thực Việt Nam ko ạ? ai biết có video hay trang báo nào viết bằng tiếng Anh gửi mình với nhé. thanks so much,0.2893665076356188
1390,Hài quá,"Youtubr. Năm 2028.
Bánh bột gạo.có mặt châu á.
Không được thích ở việt nam.
Món ăn được ưa thích việt nam.
Vit.
Hương cà ri .lợi nhuận phát tiền ấn ở châu á nổi tiếng.",0.3102768327810395
1391,Hài quá,Lúc hoàng tử Anh đến Việt Nam thì em mới được 3 tháng tháng tuổi,0.32674198104825564
1392,Hài quá,tôi đã ăn quán bún chả mà Obama đã ăn và đúng là nó rất ngon.Tôi rất tự hào về món ăn Việt Nam,0.3172331993701932
1393,Hài quá,I LOVE Việt Nam,0.2935163806688152
1394,Thật kinh tởm,đóng lồng kính luôn ❤tuyệt vời quá 🎉❤❤🎉,0.2891046814566747
1395,Hài quá,Tôi ăn 3 bát phở,0.45336523078253
1396,Hài quá,Mình xin góp ý: bún chả việt nam ko ăn cùng rau dại. Các loại rau ăn cùng bún chả là các loại rau thơm và loại rau đc ăn nhiều là xà lách. Chứ ko có tý rau dại nào nhé,0.32086144373960146
1397,Hài quá,"Vãi cả đập. Ông lấy cái này đập vào cái kia . Một cái thì có lực , một cái thì để nằm ngang ko có lực j rồi so sánh cái này cứng hơn cái kia . Tôi cũng bó tay. Cứng hay ko là ông phải cắn miếng lưong khô thì mới biết đc. Mà thường lưong khô có độ cứng vừa phải, cắn ra ăn nó phai mêm thì mới ngon, chứ cứng như đá thì ai mà ăn dc",0.3100711375203103
1398,Hài quá,0 tô qhở,0.31429600917938094
1399,Hài quá,Tự hào quá Việt Nam ơi❤,0.305247455985958
1400,Hài quá,"Lãnh đạo các nước tư bản rất bình dân , lội bộ đi ăn vĩa hè ...
Còn lãnh đạo Việt Nam XHCN thì sao ?
Ăn bò dát vàng có người đút cho đấy !
Có tự hào không ?",0.32523759449213696
1401,Hài quá,Món cà ri đặc sản đường phố ấn Độ.😂,0.3970649242834448
1402,Thật kinh tởm,thật tuyệt vời và tự hào Việt nam.,0.35386671878501086
1403,Hài quá,Nhiều khi quán vỉa hè ngon ấy vì không có điều kiện mở quán to thôi 😮,0.3196425541014779
1404,Thật kinh tởm,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉 nam mô a Di Đà Phật NL ❤ vâng lịch sử hoan hỷ ủng hộ ý ❤ ạ ❤,0.3026923237875878
1405,Hài quá,Ông Obama có cùng sở thích giống tui nè😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😊,0.29140319307060747
1406,Sợ quá,Chạy trên kênh thị nghe thì hơi kì. Phải dọn sạch tí chứ ko lần sau kì chết😅,0.33441457601768704
1407,Hài quá,Tự hào Việt Nam ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0.2760995437020679
1408,Thật kinh tởm,Quá tuyệt vời 😊,0.3116267311327812
1409,Hài quá,Tự hào 1. Thèm 9 😂,0.27326167677143054
1410,Hài quá,Ui chị😊😊,0.3326755481176852
1411,Hài quá,Mùa đông lạnh lạnh mà ăn một bát phở nóng hổi thì còn j bằng ngon 😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋,0.32787462503732206
1412,Hài quá,Kg vị nào ăn bún thịt chó nhỉ,0.3475775379220966
1413,Hài quá,Cho xuất nữa ăn cho đủ cái bụng,0.4924042263019674
1414,Ôi trời ơi,Tuyệt vời ❤,0.3127571515127163
1415,Hài quá,Ông nước ngoài hay review món ăn tên j thế nhỉ,0.3713624854080307
1416,Hài quá,Không phải là ngon mà la an toàn khi các nguyên thủ được thoải mái đi lại tự do để ngắm cảnh và hoà đồng cùng dân chúng,0.32108516330528897
1417,Hài quá,tui vẫn tự hào nhất là về caffe vs bành mỳ,0.378241775034372
1418,Hài quá,vn nước ôn hoà ko giao tranh như mỹ đồ ko có bán súng đồ luật vn luôn khắt kheo vũ khí như súng và người dân vn luôn nở nụ cười dù người lạ thì vẫn cười bắt tay nếu ai muốn tránh xa cuộc chiến vô nghĩa muốn sống bình dị có bầu không khí trong lành vn thiên đường lý tưởng luôn đồ ăn đơn giản giá rẻ chỉ cần kiếm 100k usd ở mỹ rồi qua vn ở thôi đủ sống 1 cuộc đời giản dị rồi chán thì câu cá chạy bộ đi du lịch ko đi làm vườn trồng rau nuôi cá đồ,0.321688974702087
1419,Hài quá,Chứng tỏ người Việt nuôi nhiều bò.,0.28225195984002344
1420,Hài quá,Đất nước thật yên bình các vị tổng thống các nước sang VN khỏi cần bảo vệ cứ tự do Ra phố  ăn uống xem văn hóa Sinh hoat vui chơi ng dân VN,0.35993639527175436
1421,Hài quá,ăn hối lộ là ngon nhất việt nam !,0.4089302765842302
1422,Hài quá,Với tôi ẩm thực Việt là số 1,0.3125021190078887
1423,Hài quá,Tự hào Việt Nam ❤,0.2931166209553668
1424,Sợ quá,"Vn thì nh món [ ăn sáng ] ngon ✓✓✓ [ phở bò, bún chả, cơm rang, bánh cuốn....] Nhiều. Nên  nh lúc [ thức dậy phải nghĩ ....chọn 1 ]✓✓✓",0.27635554081789176
1425,Hài quá,An nhieu Thi ia nhieu,0.38357129255439054
1426,Hài quá,"VN có món phở, bún chả. Còn bún thang hay là trả cá lã vọng.  ...",0.33722831037923034
1427,Hài quá,"Kiểu gì các ông chả mê chó luộc , chó nướng , nầm chó",0.46757710370554956
1428,Hài quá,Phải cho các nguyên thủ ăn cầy tơ 7 món,0.3861568157690158
1429,Hài quá,Chưa thấy nguyên thủ của Nga thích ẩm thực Việt Nam,0.2829828276112765
1430,Hài quá,"Ngon, ko phải vì đồ ăn ngon, MÀ LÀ NGON VÌ CÁI KHÁC",0.31440279346409367
1431,Hài quá,Bánh mì cháy phố 😂,0.4632662534169387
1432,Hài quá,Tự Hào Việt Nam❤❤,0.3579646628070625
1433,Hài quá,Quan trọng mấy ngừoi chạy kế là dân j kìa trắc ko phải dân thuong đằu nhỉ,0.35974092963953824
1434,Thật kinh tởm,Tự hào Việt Nam ❤…i miss …so much ❤,0.3113338386645304
1435,Hài quá,"Dạ a có gì TT cho e với ạ , tks a nhiều ạ",0.3083634742538833
1436,Hài quá,"ở TQ phở chẳng ngon,  lại đắt hơn vn",0.30835873661835594
1437,Hài quá,Rât.đôc.đao,0.37747195281991547
1438,Thật kinh tởm,Chủ yếu Việt Nam sạch sẽ lịch sự,0.3411281892210065
1439,Thật kinh tởm,viêt nam minh la yeu chuong hoa binh va mên khach,0.3176759753102609
1440,Thật kinh tởm,"Đất nước Việt Nam chúng  tôi tự  an toàn  mến  khách  .
Chắc  trên  thế giới  ít  thấy  những  sự kiện  này  
Rất hân hạnh  được  đón tiếp các nước bạn trên toàn thế giới
Đến đất nước Việt Nam tự do  bình an  làm bạn với tất các nước bạn trên toàn thế giới cùng nhau chung sống Hòa Bình và phát triển  hiểu biết  về  con người và đất nước Việt Nam",0.2923846837521977
1441,Hài quá,"Nguyên thủ quốc gia người ta bình dân,(không học vụ). Còn Việt Nam trình độ (Bình Dân Học Vụ) mà quan liêu, kẻ cả nhìn phát mệt, bộ óc mọng dừa chẳng biết gì làm ít quốc lợi dân !",0.30266690491189496
1442,Hài quá,nói về ẩm thực thì phải hỏi đến những người dân lao động họ sẽ dẫn bạn đến những quán ăn ngon và rất rẻ tiền ..... họ là người rất sành ăn uống vì họ lao động cực khổ họ phải ăn ngon để lấy lại sức khỏe để giữ gìn sức khỏe cho ngày mai làm việc và giá cả món ăn rất hợp lý để trả,0.29071518801938656
1443,Hài quá,"5 tô phở “ sáng, trưa,chiều,tối,khuya “ 😋😋😋",0.3211040679729825
1444,Thật kinh tởm,"phở Nam thôi, phở Bắc ăn như hạch =)) nói ra đừng buồn, ăn tô phở Bắc t thà mua gói hảo hảo",0.3025715536853273
1445,Hài quá,"bánh mỳ không phải chỉ là bánh mì , công thức mỗi nơi mỗi khác , nhiều vị biến tấu , thế nên là ăn mãi không ngán , kiểu gì cũng ngon , các nước khác thì theo công thức rập khuôn rồi nhãn hiệu , việt nam thì mỗi người mỗi vị , nên màu sắc ẩm thực luôn đa dạng",0.3225675502362958
1446,Hài quá,"Nuoc viet la 1 nuoc thuon tit day noi dao tren the gioi,,nhan doi hon ca the gioi ,,k ai ngo duoc …,,…:❤",0.2691267403724897
1447,Hài quá,"Khúc 0:07 , có hoàng tử Nước Anh , William kìa !!..❤❤😊😊😊❤❤",0.28983433074859366
1448,Hài quá,"Lãnh đạo thế giới mê món  ăn VN nào hả? Chẳng có món nào đâu ..
Ngoại giao thì khen lịch sự vậy thôi ..",0.3318397433880353
1449,Hài quá,sau anh o lo ăn lo uống no sau ăn,0.35162617122703066
1450,Thật kinh tởm,Nhưng lãnh đạo vn thì không 😂,0.3043391411505495
1451,Thật kinh tởm,"các vị lãnh đạo châu âu họ bình dân quá, không phân biệt quan và dân😊😊😊 .",0.30638712772824267
1452,Hài quá,Từ hào Việt Nam tôi ơi 🇻🇳🇻🇳🇻🇳❤️❤️❤️❤️,0.28735756781523375
1453,Hài quá,Thích Thủ tướng Belarus với bác Chính cười nói ăn sáng,0.38579023092330844
1454,Hài quá,1:09 em ăn 3 tô ♥️♥️,0.38050877556650586
1455,Hài quá,việt nam có câu ...ngon mắt ..ngon mũi ..ngon miệng ...bạn ăn tùy thích mới ngon 🎉🎉🎉,0.346800498170117
1456,Thật kinh tởm,"godorn ramsey:trên thế giới tôi là vua đầu bếp,còn ở việt nam tôi là kẻ học việc😮",0.2971201347406164
1457,Sợ quá,ăn vào nghiện sau thèm đây là sự thật,0.29451505597333894
1458,Hài quá,Ôi tự hào về Việt Nam quá 😊,0.28064896664364825
1459,Hài quá,Tự hào 🇻🇳🇻🇳🇻🇳,0.30123063708166564
1460,Hài quá,Tự hào quá Việt Nam ơi!,0.315556581057468
1461,Hài quá,"T là gv dạy tiếng a có bạn dạy chung người anh và philipin , đứa người anh là đạo cơm tấm  và cà phê đen khg đg , còn đứa kia thì bánh xèo miền nam . Chơi chung với 2 đứa nó bây giờ thì t ngán bánh xèo và lạy cơm tấm . Khg hiểu sao có thích thì tuần ăn 3 làn là ngán , chúng nó ngày nào cũng ăn . Mời mấy món khác nó cũng thử qua nhưng khg thích bằng món ruột của chúng nó .",0.3619564275002022
1462,Thật kinh tởm,Nếu được ăn Pịa đảm bảo các bác sẽ yêu thích,0.33135666307133405
1463,Hài quá,Rất tuyệt vời.  Việt Nam trong tim chúng ta và bạn bè thế giới.,0.302969237816371
1464,Hài quá,Tôi ăn 3tô phở =)),0.3468177868977245
1465,Hài quá,"3:48  Trừ: huỳnh thị thu hương 2k8, cali, chào chúng mày",0.3506618054565928
1466,Hài quá,Tui thích ăn phở nam hơn phở bắc. Phở bắc ko ngon,0.35565118199073
